outcome	gene_name	exposure	method	nsnp	b	se	pval	tissue	adjusted_pval	gene_chr	gene_start	gene_end
genus.LachnospiraceaeFCS020group.id.11314	RP11-347I19.8	ENSG00000272849.1	Inverse variance weighted	6	-0.106812030667535	0.0250072218467392	1.94382639974002e-05	Transverse	0.00365147278255485	chr12	121797511	121797872
genus.LachnospiraceaeFCS020group.id.11314	RP11-599J14.2	ENSG00000256673.1	Inverse variance weighted	293	-0.0461826528259048	0.00320144425052979	3.57314365134671e-47	Transverse	1.75773389192128e-43	chr12	9398355	9414851
genus.LachnospiraceaeFCS020group.id.11314	RP11-705C15.2	ENSG00000256594.7	Inverse variance weighted	257	0.0770556113259633	0.0039306098918269	1.429807204076e-85	Transverse	2.96660780368927e-81	chr12	9617284	9658412
genus.LachnospiraceaeFCS020group.id.11314	RP13-735L24.1	ENSG00000260423.1	Inverse variance weighted	240	-0.0553311689961881	0.00321031567829949	1.43980422618393e-66	Transverse	1.55643441810242e-62	chr12	9367464	9397617
genus.LachnospiraceaeFCS020group.id.11314	SLC2A14	ENSG00000173262.11	Inverse variance weighted	21	0.0309815237884205	0.00641064158636123	1.34607539569802e-06	Transverse	0.000400551621246577	chr12	7812512	7891148
genus.LachnospiraceaeFCS020group.id.11314	SPSB2	ENSG00000111671.9	Inverse variance weighted	85	0.0380748185795303	0.00295996832701409	7.24626625658191e-38	Transverse	2.53647909690767e-34	chr12	6870949	6889358
genus.LachnospiraceaeNC2004group.id.11316	A2M	ENSG00000175899.14	Inverse variance weighted	99	0.098035102886957	0.01007343550691	2.20127736455458e-22	Transverse	3.816323713445e-19	chr12	9068183	9116229
genus.LachnospiraceaeNC2004group.id.11316	A2MP1	ENSG00000256069.7	Inverse variance weighted	282	-0.0186295277614775	0.00240583835343211	9.67425813296273e-15	Transverse	1.08075703785954e-11	chr12	9228533	9275817
genus.LachnospiraceaeNC2004group.id.11316	ALDH2	ENSG00000111275.12	Inverse variance weighted	8	0.130107881042772	0.0351650223029777	0.000215664741917767	Transverse	0.0222006042506928	chr12	111766887	111817529
genus.LachnospiraceaeNC2004group.id.11316	ALG10	ENSG00000139133.6	Inverse variance weighted	6	-0.157273546375803	0.0364142104830213	1.56726641612796e-05	Transverse	0.00306361894989624	chr12	34024135	34029694
genus.LachnospiraceaeNC2004group.id.11316	ATN1	ENSG00000111676.14	Inverse variance weighted	85	0.093180195010727	0.0182316825753484	3.20638053577331e-07	Transverse	0.000116024525719159	chr12	6924463	6942321
genus.LachnospiraceaeNC2004group.id.11316	C12orf57	ENSG00000111678.10	Inverse variance weighted	81	0.0454836425570022	0.00819779949467346	2.88502539286095e-08	Transverse	1.35844884342949e-05	chr12	6943433	6946003
genus.LachnospiraceaeNC2004group.id.11316	C1RL-AS1	ENSG00000205885.7	Inverse variance weighted	16	-0.0921818825410637	0.024222303468076	0.000141425818515276	Transverse	0.0164329749624206	chr12	7108052	7122501
genus.LachnospiraceaeNC2004group.id.11316	CLEC2D	ENSG00000069493.14	Inverse variance weighted	255	-0.0409626086776934	0.011705026971445	0.000466002145821564	Transverse	0.0378281586656232	chr12	9664969	9699555
genus.LachnospiraceaeNC2004group.id.11316	CLEC4D	ENSG00000166527.7	Inverse variance weighted	68	-0.108033065626289	0.0101356580708947	1.58780201337113e-26	Transverse	3.4357284625577e-23	chr12	8509475	8522366
genus.LachnospiraceaeNC2004group.id.11316	CLECL1	ENSG00000184293.7	Inverse variance weighted	100	-0.166837029614034	0.0100772758284912	1.45475905168239e-61	Transverse	1.28618197270719e-57	chr12	9715860	9733299
genus.LachnospiraceaeNC2004group.id.11316	CLSTN3	ENSG00000139182.13	Inverse variance weighted	26	-0.0856173133890543	0.0162544836447913	1.38441535555299e-07	Transverse	5.54194800468831e-05	chr12	7130253	7158945
genus.LachnospiraceaeNC2004group.id.11316	CTD-2318O12.1	ENSG00000278635.1	Inverse variance weighted	209	-0.074638725894445	0.00390117882793883	1.3580687853067e-81	Transverse	2.49573270724945e-77	chr12	9415641	9416718
genus.LachnospiraceaeNC2004group.id.11316	GNB3	ENSG00000111664.10	Inverse variance weighted	96	0.043129242254789	0.00862443661846839	5.70874336507336e-07	Transverse	0.00019169143620761	chr12	6840211	6847393
genus.LachnospiraceaeNC2004group.id.11316	KLRF1	ENSG00000150045.11	Inverse variance weighted	39	-0.247606683623056	0.016448080726006	3.2579082876446e-51	Transverse	1.91805809230415e-47	chr12	9827481	9845007
genus.LachnospiraceaeNC2004group.id.11316	LINC00173	ENSG00000196668.3	Inverse variance weighted	2	0.20154832982308	0.0576126413812662	0.00046817236819164	Transverse	0.0379636027218788	chr12	116533422	116536513
genus.LachnospiraceaeNC2004group.id.11316	LINC00612	ENSG00000214851.4	Inverse variance weighted	13	0.148426275232954	0.0201269861708236	1.64974315521278e-13	Transverse	1.68363454672744e-10	chr12	9055586	9065070
genus.LachnospiraceaeNC2004group.id.11316	LRRC23	ENSG00000010626.14	Inverse variance weighted	92	-0.0311859125248923	0.00524851674839996	2.81818895004653e-09	Transverse	1.64487485226638e-06	chr12	6904733	6914243
genus.LachnospiraceaeNC2004group.id.11316	M6PR	ENSG00000003056.7	Inverse variance weighted	33	0.141781512879466	0.0211352164867517	1.96895859801569e-11	Transverse	1.60409024426497e-08	chr12	8941468	8949955
genus.LachnospiraceaeNC2004group.id.11316	RP11-22B23.1	ENSG00000111788.10	Inverse variance weighted	236	-0.0124499243390299	0.00253358901416751	8.92604928158908e-07	Transverse	0.000282539989310772	chr12	9277235	9313241
genus.LachnospiraceaeNC2004group.id.11316	RP11-266K4.13	ENSG00000276417.1	Inverse variance weighted	6	-0.11870016064859	0.0331779955409534	0.00034666110055814	Transverse	0.0309940996978377	chr12	8205984	8207397
genus.LachnospiraceaeNC2004group.id.11316	RP11-273B20.1	ENSG00000256967.1	Inverse variance weighted	46	-0.0796253706624173	0.0107450477796746	1.25895306400818e-13	Transverse	1.29820515172329e-10	chr12	7129079	7131198
genus.LachnospiraceaeNC2004group.id.11316	RP11-599J14.2	ENSG00000256673.1	Inverse variance weighted	293	-0.0835488855714032	0.00392976250174596	2.63350449683141e-100	Transverse	1.01126179617953e-95	chr12	9398355	9414851
genus.LachnospiraceaeNC2004group.id.11316	RP11-705C15.2	ENSG00000256594.7	Inverse variance weighted	257	0.0785971288877372	0.00582566162057963	1.75405482448045e-41	Transverse	6.92149495686358e-38	chr12	9617284	9658412
genus.LachnospiraceaeNC2004group.id.11316	RP13-735L24.1	ENSG00000260423.1	Inverse variance weighted	240	-0.0586874799100695	0.00419876646883419	2.14427294137425e-44	Transverse	9.52808977692272e-41	chr12	9367464	9397617
genus.LachnospiraceaeNC2004group.id.11316	RP3-424M6.4	ENSG00000278993.1	Inverse variance weighted	5	-0.127468908129185	0.0335146409854515	0.00014273527262786	Transverse	0.0165417964893798	chr12	110501614	110503441
genus.LachnospiraceaeNC2004group.id.11316	SLC2A14	ENSG00000173262.11	Inverse variance weighted	21	0.0419531342536526	0.00939059069137623	7.91126160109635e-06	Transverse	0.00175647348418059	chr12	7812512	7891148
genus.LachnospiraceaeNC2004group.id.11316	SPSB2	ENSG00000111671.9	Inverse variance weighted	85	-0.0262482773043387	0.00436567121221066	1.82766701663445e-09	Transverse	1.10640080558281e-06	chr12	6870949	6889358
genus.LachnospiraceaeND3007group.id.11317	A2M	ENSG00000175899.14	Inverse variance weighted	100	-0.0297969115287723	0.00634796816017174	2.68007148149563e-06	Transverse	0.000716390764350872	chr12	9068183	9116229
genus.LachnospiraceaeND3007group.id.11317	ATN1	ENSG00000111676.14	Inverse variance weighted	85	-0.0706095451911928	0.0117431369149522	1.82306520812197e-09	Transverse	1.10387477919608e-06	chr12	6924463	6942321
genus.LachnospiraceaeND3007group.id.11317	C12orf57	ENSG00000111678.10	Inverse variance weighted	81	-0.031545928600777	0.00526806437692475	2.12248982883201e-09	Transverse	1.26816549157471e-06	chr12	6943433	6946003
genus.LachnospiraceaeND3007group.id.11317	C3AR1	ENSG00000171860.4	Inverse variance weighted	20	-0.0592910460138137	0.0151437019306579	9.03188112776688e-05	Transverse	0.0118207007054163	chr12	8058302	8066471
genus.LachnospiraceaeND3007group.id.11317	CDCA3	ENSG00000111665.11	Inverse variance weighted	26	-0.0995387533616836	0.0181949615217483	4.48320287951315e-08	Transverse	2.02250386399836e-05	chr12	6844793	6852066
genus.LachnospiraceaeND3007group.id.11317	CLEC2D	ENSG00000069493.14	Inverse variance weighted	255	-0.0222752721579349	0.00490732134201713	5.64702879243685e-06	Transverse	0.0013336349556539	chr12	9664969	9699555
genus.LachnospiraceaeND3007group.id.11317	CLEC4D	ENSG00000166527.7	Inverse variance weighted	68	-0.067015326037855	0.00644720322216755	2.62715538721679e-25	Transverse	5.37290867144474e-22	chr12	8509475	8522366
genus.LachnospiraceaeND3007group.id.11317	CTD-2318O12.1	ENSG00000278635.1	Inverse variance weighted	209	-0.0419344234401356	0.00248436027516453	6.38278634047646e-64	Transverse	6.34037408066194e-60	chr12	9415641	9416718
genus.LachnospiraceaeND3007group.id.11317	FAM86FP	ENSG00000164845.16	Inverse variance weighted	69	-0.0153444821495729	0.00327658053143475	2.82598935924071e-06	Transverse	0.000748551133898992	chr12	8232512	8242948
genus.LachnospiraceaeND3007group.id.11317	KLRF1	ENSG00000150045.11	Inverse variance weighted	39	-0.081141280300377	0.010341435417854	4.28730513338439e-15	Transverse	4.90019359134608e-12	chr12	9827481	9845007
genus.LachnospiraceaeND3007group.id.11317	KLRG1	ENSG00000139187.9	Inverse variance weighted	79	0.046755799030165	0.00765608925170722	1.0151609265949e-09	Transverse	6.45206492177394e-07	chr12	8950044	9010760
genus.LachnospiraceaeND3007group.id.11317	LINC00937	ENSG00000226091.7	Inverse variance weighted	49	-0.0322723258080722	0.00634795542479632	3.6977640616893e-07	Transverse	0.000131602855170475	chr12	8295986	8396803
genus.LachnospiraceaeND3007group.id.11317	LRRC23	ENSG00000010626.14	Inverse variance weighted	92	0.0212053182175791	0.00337380216286285	3.27246475242198e-10	Transverse	2.24756128947778e-07	chr12	6904733	6914243
genus.LachnospiraceaeND3007group.id.11317	M6PR	ENSG00000003056.7	Inverse variance weighted	33	0.0866380482872683	0.0139587213503127	5.40975930007034e-10	Transverse	3.60294450676365e-07	chr12	8941468	8949955
genus.LachnospiraceaeND3007group.id.11317	P3H3	ENSG00000110811.19	Inverse variance weighted	14	-0.134634214360565	0.0277630566345744	1.23834410955872e-06	Transverse	0.000372936830344326	chr12	6828410	6839851
genus.LachnospiraceaeND3007group.id.11317	PHC1	ENSG00000111752.10	Inverse variance weighted	23	0.130324790718134	0.0245791287201594	1.14381361084809e-07	Transverse	4.68299207487883e-05	chr12	8913896	8940362
genus.LachnospiraceaeND3007group.id.11317	POU5F1P3	ENSG00000235602.5	Inverse variance weighted	13	0.054397456118821	0.0127590756677823	2.01310455759326e-05	Transverse	0.0037528405729515	chr12	8133772	8134849
genus.LachnospiraceaeND3007group.id.11317	RP11-22B23.1	ENSG00000111788.10	Inverse variance weighted	237	-0.0100847948260361	0.00162794107869725	5.83532978409124e-10	Transverse	3.86238181507901e-07	chr12	9277235	9313241
genus.LachnospiraceaeND3007group.id.11317	RP11-396F22.1	ENSG00000257718.1	Inverse variance weighted	6	-0.0586000313591303	0.0142896767177822	4.11609114189845e-05	Transverse	0.00654704057432143	chr12	38906451	38909592
genus.LachnospiraceaeND3007group.id.11317	RP11-412D9.4	ENSG00000260329.1	Inverse variance weighted	3	0.231972282552835	0.0600600843513191	0.000112307523405494	Transverse	0.013883919370185	chr12	106954029	106955497
genus.LachnospiraceaeND3007group.id.11317	RP11-599J14.2	ENSG00000256673.1	Inverse variance weighted	293	-0.0360599081189827	0.00248025234963333	6.87817526121453e-48	Transverse	3.47664057569747e-44	chr12	9398355	9414851
genus.LachnospiraceaeND3007group.id.11317	RP11-705C15.2	ENSG00000256594.7	Inverse variance weighted	257	0.0190942177097957	0.00366940507618674	1.95435400444495e-07	Transverse	7.55657114381714e-05	chr12	9617284	9658412
genus.LachnospiraceaeND3007group.id.11317	RP13-735L24.1	ENSG00000260423.1	Inverse variance weighted	240	-0.0325075308962076	0.00261088080821713	1.38466252623423e-35	Transverse	4.59670438821957e-32	chr12	9367464	9397617
genus.LachnospiraceaeND3007group.id.11317	SPSB2	ENSG00000111671.9	Inverse variance weighted	85	0.016643096562085	0.00280668796585356	3.0330502825077e-09	Transverse	1.76308211394781e-06	chr12	6870949	6889358
genus.LachnospiraceaeNK4A136group.id.11319	A2M	ENSG00000175899.14	Inverse variance weighted	100	-0.0270222835813009	0.00598659857391502	6.36775266804494e-06	Transverse	0.00147050447776854	chr12	9068183	9116229
genus.LachnospiraceaeNK4A136group.id.11319	A2MP1	ENSG00000256069.7	Inverse variance weighted	282	-0.0142756779840787	0.00145756821835462	1.19267222368398e-22	Transverse	2.10027047937844e-19	chr12	9228533	9275817
genus.LachnospiraceaeNK4A136group.id.11319	ABCB9	ENSG00000150967.17	Inverse variance weighted	6	-0.0926006786139656	0.0185352898411109	5.85583333293844e-07	Transverse	0.000195940036944345	chr12	122920951	122981570
genus.LachnospiraceaeNK4A136group.id.11319	ADAM1B	ENSG00000226469.1	Inverse variance weighted	10	0.038479270137756	0.00932667653426574	3.69574245323629e-05	Transverse	0.00602787449363623	chr12	111927018	111929017
genus.LachnospiraceaeNK4A136group.id.11319	ATN1	ENSG00000111676.14	Inverse variance weighted	85	-0.0452618539781355	0.0110688508504499	4.33013723395389e-05	Transverse	0.00679715300435889	chr12	6924463	6942321
genus.LachnospiraceaeNK4A136group.id.11319	BICDL1	ENSG00000135127.11	Inverse variance weighted	2	0.211795723004761	0.0593386053259815	0.000357972295209469	Transverse	0.0316587556560817	chr12	119989869	120094494
genus.LachnospiraceaeNK4A136group.id.11319	C12orf57	ENSG00000111678.10	Inverse variance weighted	81	-0.0235562927393026	0.00496458466683779	2.08643629625008e-06	Transverse	0.000581136996712054	chr12	6943433	6946003
genus.LachnospiraceaeNK4A136group.id.11319	C12orf65	ENSG00000130921.7	Inverse variance weighted	3	0.182020853102996	0.0405933328498017	7.32537120868053e-06	Transverse	0.00164959665575328	chr12	123232916	123257959
genus.LachnospiraceaeNK4A136group.id.11319	C1RL-AS1	ENSG00000205885.7	Inverse variance weighted	16	-0.0686568546865893	0.0144792446219585	2.11887463512613e-06	Transverse	0.000588515542751393	chr12	7108052	7122501
genus.LachnospiraceaeNK4A136group.id.11319	CDK2AP1	ENSG00000111328.6	Inverse variance weighted	8	0.122355647132766	0.0190591962412742	1.36480818705951e-10	Transverse	9.89953441100884e-08	chr12	123261484	123272334
genus.LachnospiraceaeNK4A136group.id.11319	CLEC4D	ENSG00000166527.7	Inverse variance weighted	68	-0.046667300339567	0.00607698614893329	1.59898486343606e-14	Transverse	1.75805652427336e-11	chr12	8509475	8522366
genus.LachnospiraceaeNK4A136group.id.11319	CLSTN3	ENSG00000139182.13	Inverse variance weighted	27	-0.0669716709955499	0.00966681607422348	4.26841345563829e-12	Transverse	3.76861065701154e-09	chr12	7130253	7158945
genus.LachnospiraceaeNK4A136group.id.11319	CNOT2	ENSG00000111596.11	Inverse variance weighted	6	0.102448458561047	0.0299567941437245	0.00062650168692936	Transverse	0.0463250436531448	chr12	70242994	70354993
genus.LachnospiraceaeNK4A136group.id.11319	CTD-2318O12.1	ENSG00000278635.1	Inverse variance weighted	209	-0.0166470164357496	0.00234269166283886	1.19510006363453e-12	Transverse	1.11484463115239e-09	chr12	9415641	9416718
genus.LachnospiraceaeNK4A136group.id.11319	FAM216A	ENSG00000204856.11	Inverse variance weighted	7	0.0906339338444778	0.0259805061477302	0.000485673217003645	Transverse	0.0389299684074776	chr12	110468376	110490385
genus.LachnospiraceaeNK4A136group.id.11319	FAM86FP	ENSG00000164845.16	Inverse variance weighted	69	0.01873916606002	0.00309701956566189	1.44209187736658e-09	Transverse	8.8994952294794e-07	chr12	8232512	8242948
genus.LachnospiraceaeNK4A136group.id.11319	GATC	ENSG00000257218.5	Inverse variance weighted	3	0.0811475858198643	0.0220149654058829	0.000227789147114067	Transverse	0.0230602675613284	chr12	120446438	120463749
genus.LachnospiraceaeNK4A136group.id.11319	LINC00937	ENSG00000226091.7	Inverse variance weighted	49	-0.0249371189458723	0.00599442593902881	3.18176230712918e-05	Transverse	0.00536155077321926	chr12	8295986	8396803
genus.LachnospiraceaeNK4A136group.id.11319	LRRC23	ENSG00000010626.14	Inverse variance weighted	92	0.0138844705503809	0.00317947977809178	1.26022333415369e-05	Transverse	0.00256754038001051	chr12	6904733	6914243
genus.LachnospiraceaeNK4A136group.id.11319	MAPKAPK5	ENSG00000089022.13	Inverse variance weighted	12	-0.11813839709809	0.0310265795024506	0.000140292881264176	Transverse	0.0163411862544214	chr12	111843103	111902238
genus.LachnospiraceaeNK4A136group.id.11319	MPHOSPH9	ENSG00000051825.14	Inverse variance weighted	3	-0.197135607464048	0.0372479099327495	1.20636970658226e-07	Transverse	4.9078683070806e-05	chr12	123152320	123244014
genus.LachnospiraceaeNK4A136group.id.11319	OGFOD2	ENSG00000111325.16	Inverse variance weighted	4	-0.295228357028644	0.0624078505184164	2.23825780884047e-06	Transverse	0.000616219080578563	chr12	122974683	122978897
genus.LachnospiraceaeNK4A136group.id.11319	POP5	ENSG00000167272.10	Inverse variance weighted	2	0.234847240456058	0.0690434514877932	0.000670315472655735	Transverse	0.0484239662268707	chr12	120578764	120581398
genus.LachnospiraceaeNK4A136group.id.11319	POU5F1P3	ENSG00000235602.5	Inverse variance weighted	13	0.0506637292848851	0.0120553778763416	2.63886136235466e-05	Transverse	0.00463650626541859	chr12	8133772	8134849
genus.LachnospiraceaeNK4A136group.id.11319	PPHLN1	ENSG00000134283.17	Inverse variance weighted	5	0.161023787636718	0.0219025896110551	1.9553326577072e-13	Transverse	1.98213566131698e-10	chr12	42238447	42448623
genus.LachnospiraceaeNK4A136group.id.11319	RBP5	ENSG00000139194.7	Inverse variance weighted	5	-0.152482607969332	0.0412906108694877	0.000221700427080288	Transverse	0.0226245940973343	chr12	7123684	7128942
genus.LachnospiraceaeNK4A136group.id.11319	RIC8B	ENSG00000111785.19	Inverse variance weighted	2	0.197346465004152	0.0469201779935714	2.5992542112984e-05	Transverse	0.00458193576038809	chr12	106774595	106889316
genus.LachnospiraceaeNK4A136group.id.11319	RP11-22B23.1	ENSG00000111788.10	Inverse variance weighted	237	-0.015083504340141	0.00153445453471172	8.37182554170538e-23	Transverse	1.48852446685862e-19	chr12	9277235	9313241
genus.LachnospiraceaeNK4A136group.id.11319	RP11-273B20.1	ENSG00000256967.1	Inverse variance weighted	47	-0.0592748935163085	0.00641094741940724	2.33298212113969e-20	Transverse	3.65101768336191e-17	chr12	7129079	7131198
genus.LachnospiraceaeNK4A136group.id.11319	RP11-282O18.3	ENSG00000235423.8	Inverse variance weighted	4	0.0954206853169242	0.0265138775181265	0.000319571060421931	Transverse	0.0292833717470862	chr12	123252030	123260970
genus.LachnospiraceaeNK4A136group.id.11319	RP11-412D9.4	ENSG00000260329.1	Inverse variance weighted	3	0.298676625846113	0.0565663769796678	1.29107186563224e-07	Transverse	5.21207717743601e-05	chr12	106954029	106955497
genus.LachnospiraceaeNK4A136group.id.11319	RP11-599J14.2	ENSG00000256673.1	Inverse variance weighted	293	-0.0181783950526033	0.00233950761684415	7.83747350603707e-15	Transverse	8.80147248432873e-12	chr12	9398355	9414851
genus.LachnospiraceaeNK4A136group.id.11319	RP13-735L24.1	ENSG00000260423.1	Inverse variance weighted	240	-0.0287626180216405	0.00246553778806845	1.9046924479854e-31	Transverse	5.42076734873048e-28	chr12	9367464	9397617
genus.LachnospiraceaeNK4A136group.id.11319	SLC2A14	ENSG00000173262.11	Inverse variance weighted	21	0.0244040430392852	0.00575469404469731	2.22804467183503e-05	Transverse	0.00405969621193374	chr12	7812512	7891148
genus.LachnospiraceaeNK4A136group.id.11319	SPSB2	ENSG00000111671.9	Inverse variance weighted	85	0.011926825830031	0.00264529757314191	6.52292402848483e-06	Transverse	0.00150041249094729	chr12	6870949	6889358
genus.LachnospiraceaeNK4A136group.id.11319	TMEM116	ENSG00000198270.12	Inverse variance weighted	8	0.0724846768456824	0.0173790361303426	3.03517383156717e-05	Transverse	0.00516766916955708	chr12	111931282	112013185
genus.LachnospiraceaeNK4A136group.id.11319	ZCRB1	ENSG00000139168.7	Inverse variance weighted	3	0.295767319499327	0.0536892216768196	3.61130082586654e-08	Transverse	1.66477668012564e-05	chr12	42312078	42326118
genus.LachnospiraceaeNK4A136group.id.11319	ZNF641	ENSG00000167528.12	Inverse variance weighted	4	-0.130515267296495	0.034674550186851	0.000167211858516049	Transverse	0.0185205053324633	chr12	48337180	48351414
genus.LachnospiraceaeUCG001.id.11321	A2M	ENSG00000175899.14	Inverse variance weighted	100	0.0473403127206667	0.00775257358922335	1.01903650251778e-09	Transverse	6.47349857608079e-07	chr12	9068183	9116229
genus.LachnospiraceaeUCG001.id.11321	A2MP1	ENSG00000256069.7	Inverse variance weighted	282	0.0129672885298574	0.00189842565899169	8.45905764582867e-12	Transverse	7.23276135613544e-09	chr12	9228533	9275817
genus.LachnospiraceaeUCG001.id.11321	C1RL-AS1	ENSG00000205885.7	Inverse variance weighted	16	-0.0817355684136084	0.0185783830065311	1.08501320784831e-05	Transverse	0.00227216149484598	chr12	7108052	7122501
genus.LachnospiraceaeUCG001.id.11321	C3AR1	ENSG00000171860.4	Inverse variance weighted	20	-0.0699157974741183	0.0186039493365653	0.000171197597178917	Transverse	0.0188317356896809	chr12	8058302	8066471
genus.LachnospiraceaeUCG001.id.11321	CLEC2D	ENSG00000069493.14	Inverse variance weighted	255	0.0569734192986095	0.00601993565809755	2.96031071202554e-21	Transverse	4.85730726836237e-18	chr12	9664969	9699555
genus.LachnospiraceaeUCG001.id.11321	CLEC4D	ENSG00000166527.7	Inverse variance weighted	68	-0.0520058500722195	0.00787199713929308	3.93680730096145e-11	Transverse	3.07672492583251e-08	chr12	8509475	8522366
genus.LachnospiraceaeUCG001.id.11321	CLECL1	ENSG00000184293.7	Inverse variance weighted	100	0.147328627839059	0.00795634005915163	1.50219606538331e-76	Transverse	2.46167835353983e-72	chr12	9715860	9733299
genus.LachnospiraceaeUCG001.id.11321	CLSTN3	ENSG00000139182.13	Inverse variance weighted	26	-0.0834762225755312	0.0124950222796224	2.3770916083332e-11	Transverse	1.9174587323595e-08	chr12	7130253	7158945
genus.LachnospiraceaeUCG001.id.11321	CNOT2	ENSG00000111596.11	Inverse variance weighted	6	0.149258376903121	0.0384673072979069	0.000104398151934807	Transverse	0.0131528583965698	chr12	70242994	70354993
genus.LachnospiraceaeUCG001.id.11321	CTD-2318O12.1	ENSG00000278635.1	Inverse variance weighted	209	0.0266096342706925	0.00304324779157656	2.25343063878866e-18	Transverse	3.15087163759189e-15	chr12	9415641	9416718
genus.LachnospiraceaeUCG001.id.11321	DDX12P	ENSG00000214826.5	Inverse variance weighted	240	-0.021019584127352	0.00517619910660951	4.89018253001836e-05	Transverse	0.00745609381972617	chr12	9418673	9448229
genus.LachnospiraceaeUCG001.id.11321	FAM86FP	ENSG00000164845.16	Inverse variance weighted	69	-0.0303924751170552	0.00398814046930646	2.52277713267179e-14	Transverse	2.73979560116786e-11	chr12	8232512	8242948
genus.LachnospiraceaeUCG001.id.11321	FAM90A1	ENSG00000171847.10	Inverse variance weighted	11	-0.0488854482571287	0.0136283854388723	0.000334463895490224	Transverse	0.0302292336709862	chr12	8221260	8227618
genus.LachnospiraceaeUCG001.id.11321	KLRF1	ENSG00000150045.11	Inverse variance weighted	39	-0.0880695817037117	0.0125350603265988	2.12751368815661e-12	Transverse	1.94169774450246e-09	chr12	9827481	9845007
genus.LachnospiraceaeUCG001.id.11321	LINC00937	ENSG00000226091.7	Inverse variance weighted	48	-0.0436939867976852	0.0077450895984439	1.6856697036507e-08	Transverse	8.37557774595497e-06	chr12	8295986	8396803
genus.LachnospiraceaeUCG001.id.11321	LINC01481	ENSG00000257815.5	Inverse variance weighted	5	-0.134006680509688	0.0335954893367994	6.64001107829971e-05	Transverse	0.00940143861215052	chr12	69904033	70242893
genus.LachnospiraceaeUCG001.id.11321	LPCAT3	ENSG00000111684.10	Inverse variance weighted	19	0.198827871845201	0.0362477830001084	4.12903120510911e-08	Transverse	1.87754156843278e-05	chr12	6980707	7018510
genus.LachnospiraceaeUCG001.id.11321	M6PR	ENSG00000003056.7	Inverse variance weighted	33	-0.130810647109411	0.0172501170908215	3.37200971054171e-14	Transverse	3.61779518898441e-11	chr12	8941468	8949955
genus.LachnospiraceaeUCG001.id.11321	NECAP1	ENSG00000089818.17	Inverse variance weighted	25	0.144277310878119	0.0180746612244999	1.43635115154537e-15	Transverse	1.69670793350983e-12	chr12	8076939	8097859
genus.LachnospiraceaeUCG001.id.11321	PPFIA2	ENSG00000139220.16	Inverse variance weighted	4	0.138206906414434	0.0341047713026286	5.06902478586357e-05	Transverse	0.00765468010379705	chr12	81261949	81759553
genus.LachnospiraceaeUCG001.id.11321	RP11-22B23.1	ENSG00000111788.10	Inverse variance weighted	236	0.0138495500660417	0.00199868261217775	4.22810472768867e-12	Transverse	3.73430331697567e-09	chr12	9277235	9313241
genus.LachnospiraceaeUCG001.id.11321	RP11-273B20.1	ENSG00000256967.1	Inverse variance weighted	46	-0.0647075093095248	0.00830437932479741	6.59702148526199e-15	Transverse	7.43440688001191e-12	chr12	7129079	7131198
genus.LachnospiraceaeUCG001.id.11321	RP11-981P6.1	ENSG00000258302.2	Inverse variance weighted	3	0.111098721064575	0.0269364393404392	3.71578326549012e-05	Transverse	0.00605365376622361	chr12	89561129	89594878
genus.LachnospiraceaeUCG001.id.11321	RP13-735L24.1	ENSG00000260423.1	Inverse variance weighted	240	-0.013116012748679	0.00345655691484076	0.000147922734389122	Transverse	0.0169747605623992	chr12	9367464	9397617
genus.LachnospiraceaeUCG001.id.11321	RP3-424M6.4	ENSG00000278993.1	Inverse variance weighted	5	0.104258973873585	0.0250998210678532	3.27036773091217e-05	Transverse	0.00548141328626288	chr12	110501614	110503441
genus.LachnospiraceaeUCG001.id.11321	VPS29	ENSG00000111237.18	Inverse variance weighted	6	0.131262588977873	0.031934964154986	3.95129016787805e-05	Transverse	0.00634730259179256	chr12	110491097	110501559
genus.LachnospiraceaeUCG004.id.11324	A2M	ENSG00000175899.14	Inverse variance weighted	100	0.0511374951600715	0.0065514274639384	5.92425733043592e-15	Transverse	6.69383839137999e-12	chr12	9068183	9116229
genus.LachnospiraceaeUCG004.id.11324	A2MP1	ENSG00000256069.7	Inverse variance weighted	282	0.00983542260195603	0.00159165182661534	6.43535362318418e-10	Transverse	4.23447914276011e-07	chr12	9228533	9275817
genus.LachnospiraceaeUCG004.id.11324	ABCB9	ENSG00000150967.17	Inverse variance weighted	6	0.0791674842010984	0.0202447901254382	9.21008823740295e-05	Transverse	0.0119862526765683	chr12	122920951	122981570
genus.LachnospiraceaeUCG004.id.11324	ATN1	ENSG00000111676.14	Inverse variance weighted	85	0.0410344976783061	0.0120732661484095	0.000676846351115589	Transverse	0.048716842178953	chr12	6924463	6942321
genus.LachnospiraceaeUCG004.id.11324	C1RL-AS1	ENSG00000205885.7	Inverse variance weighted	16	-0.0561499474573216	0.0159499151596916	0.000430910076663958	Transverse	0.0358779530439963	chr12	7108052	7122501
genus.LachnospiraceaeUCG004.id.11324	C3AR1	ENSG00000171860.4	Inverse variance weighted	20	-0.125902069864547	0.0155662084552213	6.05700785873227e-16	Transverse	7.28196693872327e-13	chr12	8058302	8066471
genus.LachnospiraceaeUCG004.id.11324	CDK2AP1	ENSG00000111328.6	Inverse variance weighted	8	-0.073031241902472	0.0209452645688613	0.000488898439662699	Transverse	0.0391087239667864	chr12	123261484	123272334
